"","Subject","Activity","Measure","mean_or_standarddeviation","MeanValue"
"7963",8,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.931236756962963
"7964",8,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.923829969347826
"7965",8,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.936231722777778
"7966",8,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.32484493125
"7967",8,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.232184078052632
"7968",8,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.30540146
"7969",9,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9128367508
"7970",9,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.86761360746
"7971",9,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.938790016888889
"7972",9,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.223972558596154
"7973",9,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.273561385142857
"7974",9,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.297641062755102
"7975",10,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.946229148258621
"7976",10,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.912838063018519
"7977",10,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.921860476590909
"7978",10,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.129775706316981
"7979",10,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0633337717526316
"7980",10,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.051628469647234
"7981",11,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.973589287368421
"7982",11,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.920047161698113
"7983",11,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.96350679
"7984",11,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0966068285372881
"7985",11,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0262777181065217
"7986",11,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0885048145574074
"7987",12,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9506400405
"7988",12,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.926033975686275
"7989",12,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.922852028360656
"7990",12,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.20851528006
"7991",12,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.016749510173913
"7992",12,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.130175559028846
"7993",13,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.947462328225806
"7994",13,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.933666502510204
"7995",13,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.947179813157895
"7996",13,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.0921968931052632
"7997",13,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0924444167085106
"7998",13,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.114656709636364
"7999",14,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.905221049156863
"8000",14,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.911591208203704
"8001",14,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.926055903
"8002",14,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0542709972186441
"8003",14,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.29363389996
"8004",14,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.356072772037037
"8005",15,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.964590430138889
"8006",15,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.919162700338983
"8007",15,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.930286443396226
"8008",15,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.0805646237194445
"8009",15,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.1199936036
"8010",15,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0191328333041667
"8011",16,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.937083636714286
"8012",16,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.949829260434783
"8013",16,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.958174310128205
"8014",16,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.354370678627451
"8015",16,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.208680587882979
"8016",16,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.166324239117647
"8017",17,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.942791615915493
"8018",17,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.959789141875
"8019",17,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.966427323846154
"8020",17,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0556137930852459
"8021",17,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0860527358695652
"8022",17,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0252781736083333
"8023",18,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.986746450769231
"8024",18,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.974980068596491
"8025",18,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.952911994794521
"8026",18,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.267273644642857
"8027",18,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.273798158
"8028",18,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.190550638155172
"8029",19,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.974832075662651
"8030",19,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.948053070136986
"8031",19,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.943193755068493
"8032",19,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.112615077990385
"8033",19,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.427928785230769
"8034",19,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.13255758081125
"8035",20,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.964960988382353
"8036",20,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.935031700454545
"8037",20,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.872525409452055
"8038",20,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.438436341294118
"8039",20,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.560191344
"8040",20,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.16454675022549
"8041",21,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.957258971111111
"8042",21,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.96756129
"8043",21,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.94354515752809
"8044",21,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.00256294245192308
"8045",21,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.277894323022222
"8046",21,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0823434279595745
"8047",22,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.912562856666667
"8048",22,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.926995253483871
"8049",22,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.923657558412698
"8050",22,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.00386841059347826
"8051",22,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.167409716861111
"8052",22,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.230058772192857
"8053",23,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.974304149166667
"8054",23,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.930781487205882
"8055",23,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.958042411176471
"8056",23,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.202524061966102
"8057",23,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0432283686975926
"8058",23,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0380597405498039
"8059",24,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.984571808472222
"8060",24,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.954998005147059
"8061",24,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.934454791304348
"8062",24,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.182766476862069
"8063",24,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.169191147529091
"8064",24,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.107787679328814
"8065",25,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.67238425569863
"8066",25,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.944842993230769
"8067",25,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.95417933
"8068",25,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.170313804039189
"8069",25,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.166842375587931
"8070",25,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.199988428584615
"8071",26,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.983317083947368
"8072",26,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.937783538974359
"8073",26,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.947829677432432
"8074",26,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.185725832305085
"8075",26,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.078283777824
"8076",26,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0439473073581818
"8077",27,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.984269087972973
"8078",27,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.971266062714286
"8079",27,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.954381606375
"8080",27,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.267741550175439
"8081",27,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.17564706475
"8082",27,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0794059822941176
"8083",28,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.94200397775
"8084",28,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.939885478333333
"8085",28,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.87446926556962
"8086",28,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.168789019540741
"8087",28,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.065301199843913
"8088",28,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.178554981115686
"8089",29,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.990680395362319
"8090",29,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.961693949333333
"8091",29,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.968278553076923
"8092",29,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.182068539584906
"8093",29,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.239349053641667
"8094",29,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.141258066657755
"8095",30,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9535584
"8096",30,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.933992577903226
"8097",30,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.885572781694915
"8098",30,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.215634315369231
"8099",30,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0934682613774194
"8100",30,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.104299180318462
"8101",1,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.81289155944
"8102",1,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.934469558085106
"8103",1,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.977937259622642
"8104",1,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.279686751494737
"8105",1,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.297927894693878
"8106",1,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0859565543849057
"8107",2,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.984792185
"8108",2,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.956862864130435
"8109",2,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.946433583518518
"8110",2,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.455222146440678
"8111",2,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.162032894287234
"8112",2,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.09454497643125
"8113",3,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.96327908016129
"8114",3,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.864322464038462
"8115",3,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.904801254590164
"8116",3,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.422998473965517
"8117",3,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.389723034061224
"8118",3,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.350797226271186
"8119",4,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.962154454259259
"8120",4,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9269993168
"8121",4,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.887554317678571
"8122",4,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.594198325666667
